Destination Name,Country,Continent,Type,Avg Cost (USD/day),Best Season,Avg Rating,Annual Visitors (M),UNESCO Site,Broader_Type,Cost_Category,country_flag,country_region,country_subregion,country_currency,country_currency_symbol,country_languages,country_capital,country_timezone,country_population,country_area,country_alpha2,country_alpha3,country_borders,country_latitude,country_longitude,DestinationID,Popularity,BestTimeToVisit,destination,avg_review_rating,review_count,popularity_score,cost_of_living_index,rent_index,cost_of_living_plus_rent_index,groceries_index,restaurant_price_index,local_purchasing_power_index,air_pollution_avg,air_pollution_2023,destination_latitude,destination_longitude,destination_budget_level,Cluster,Description,image
Verdon Gorge,France,Europe,Nature,129.6,Winter,4.6,9.07,Yes,Nature,Moderate,🇫🇷,Europe,Western Europe,EUR,€,French,Paris,UTC+01:00,67400000.0,643801.0,FR,FRA,"AD, BE, DE, IT, LU, MC, ES, CH",46.2276,2.2137,112,High,Winter,Grand Pagoda (France),4.6,11,64.14,74.0,30.0,53.0,68.0,72.0,85.0,10.0,10.0,46.2777,2.1698,Moderate,0,"Nếu bạn đang lên kế hoạch du lịch nature, Grand Pagoda (France) ở France chính là lựa chọn lý tưởng. Với mức xếp hạng 4.6/5 sao từ cộng đồng du khách và chi phí du lịch thuộc phân khúc moderate, nơi này hứa hẹn kỳ nghỉ tuyệt vời vào winter.",https://images.unsplash.com/photo-1502602898657-3e91760cbb34?w=1200&dest=grandpagodafrance3644698045454819940
French Riviera,France,Europe,Beach,138.04,Spring,4.8,0.6,Yes,Nature,Moderate,🇫🇷,Europe,Western Europe,EUR,€,French,Paris,UTC+01:00,67400000.0,643801.0,FR,FRA,"AD, BE, DE, IT, LU, MC, ES, CH",46.2276,2.2137,114,Medium,Spring,Serene Canyon (France),4.8,0,49.2,74.0,30.0,53.0,68.0,72.0,85.0,10.0,10.0,46.3024,2.3414,Moderate,0,"Khám phá nét độc đáo của Serene Canyon (France) - điểm du lịch beach đặc sắc tại France. Nơi đây thu hút du khách nhờ các hoạt động trải nghiệm hấp dẫn vào spring, mức chi phí moderate cùng điểm số đánh giá 4.8/5 ấn tượng.",https://images.unsplash.com/photo-1502602898657-3e91760cbb34?w=1200&dest=serenecanyonfrance4390721470700299030
Wat Phra Kaeo (Temple of the Emerald Buddha),Thailand,Asia,Religious,245.62,Spring,4.8,4.76,No,Heritage,Expensive,🇹🇭,Asia,South-Eastern Asia,THB,฿,Thai,Bangkok,UTC+07:00,69800000.0,513120.0,TH,THA,"KH, LA, MMR, MY",15.87,100.9925,116,High,Spring,Lush Canyon (Thailand),4.8,0,57.52,38.0,15.0,27.0,39.0,25.0,35.0,22.0,22.0,15.9844,100.8499,Expensive,1,"Nếu bạn đang lên kế hoạch du lịch religious, Lush Canyon (Thailand) ở Thailand chính là lựa chọn lý tưởng. Với mức xếp hạng 4.8/5 sao từ cộng đồng du khách và chi phí du lịch thuộc phân khúc expensive, nơi này hứa hẹn kỳ nghỉ tuyệt vời vào spring.",https://images.unsplash.com/photo-1528181304800-259b08848526?w=1200&dest=lushcanyonthailand663878554084575782
Recoleta Cemetery (Buenos Aires),Argentina,South America,Historical,99.7,Winter,4.1,6.89,Yes,Heritage,Moderate,🇦🇷,Americas,South America,ARS,$,Spanish,Buenos Aires,UTC-03:00,45000000.0,2780400.0,AR,ARG,"BO, BR, CL, PY, UY",-38.4161,-63.6167,117,High,Winter,Serene Falls (Argentina),4.1,0,54.78,30.0,8.0,20.0,28.0,25.0,35.0,14.0,14.0,-38.3314,-63.6432,Moderate,2,"Serene Falls (Argentina) là địa danh historical nổi tiếng hàng đầu tại Argentina. Được đánh giá 4.1/5 sao nhờ trải nghiệm độc đáo, địa điểm này có chi phí moderate và thời điểm ghé thăm hoàn hảo nhất là vào winter.",https://images.unsplash.com/photo-1604924186519-2e7a41d6e0a2?w=1200&dest=serenefallsargentina7859215581709530749
Meteora Monasteries,Greece,Europe,Religious,188.53,Winter,4.7,8.0,Yes,Heritage,Expensive,🇬🇷,Europe,Southern Europe,EUR,€,Greek,Athens,UTC+02:00,10700000.0,131957.0,GR,GRC,"AL, BG, TR, MKD",39.0742,21.8243,118,High,Winter,Lush Canyon (Greece),4.7,0,63.0,55.0,18.0,37.0,44.0,52.0,43.0,18.0,18.0,39.0042,21.9105,Expensive,4,"Nếu bạn đang lên kế hoạch du lịch religious, Lush Canyon (Greece) ở Greece chính là lựa chọn lý tưởng. Với mức xếp hạng 4.7/5 sao từ cộng đồng du khách và chi phí du lịch thuộc phân khúc expensive, nơi này hứa hẹn kỳ nghỉ tuyệt vời vào winter.",https://images.unsplash.com/photo-1503152394-c571994fd383?w=1200&dest=lushcanyongreece3154182566548862852
Blyde River Canyon Nature Reserve,South Africa,Africa,Nature,149.39,Spring,4.2,1.05,No,Nature,Moderate,🇿🇦,Africa,Southern Africa,ZAR,R,"Zulu, Xhosa, Afrikaans, English",Pretoria,UTC+02:00,59300000.0,1221037.0,ZA,ZAF,"BW, LS, MZ, NA, SZ, ZW",-30.5595,22.9375,119,Medium,Spring,Serene Canyon (South Africa),4.2,0,44.1,38.0,14.0,26.0,34.0,32.0,73.0,22.0,22.0,-30.5947,22.7991,Moderate,5,"Khám phá Serene Canyon (South Africa) tại South Africa, một điểm đến nature tuyệt vời với phong cảnh đẹp và bầu không khí trong lành. Điểm đến này có chi phí dịch vụ moderate (đánh giá trung bình 4.2/5), thích hợp nhất để du lịch vào spring.",https://images.unsplash.com/photo-1523805009345-7448845a9e53?w=1200&dest=serenecanyonsouthafr2135293074578679361
Chichen Itza,Mexico,North America,Historical,45.5,Winter,5.0,8.93,No,Heritage,Budget,🇲🇽,Americas,Central America,MXN,$,Spanish,Mexico City,UTC-06:00,126000000.0,1964375.0,MX,MEX,"BZ, GT, US",23.6345,-102.5528,120,High,Winter,Sacred Ruins (Mexico),5.0,0,67.86,38.0,12.0,26.0,36.0,32.0,42.0,20.0,20.0,23.5512,-102.4578,Budget,2,"Trải nghiệm hành trình du lịch historical thú vị tại Sacred Ruins (Mexico) (Mexico). Điểm đến này mang lại cảnh sắc say đắm lòng người, chi phí thuộc mức budget, đánh giá cao 5.0/5 và rất thích hợp cho chuyến đi vào winter.",https://images.unsplash.com/photo-1518638150340-f706e86654de?w=1200&dest=sacredruinsmexico7393014016779641420
Marina Bay Sands & Gardens,Singapore,Asia,Urban,250,All Year,4.7,,No,Urban,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khu phức hợp giải trí và khu vườn siêu cây nổi tiếng nhất Singapore.,
Zermatt Matterhorn Peak,Switzerland,Europe,Mountain,350,Winter,4.9,,No,Mountain,luxury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Đỉnh núi Matterhorn huyền thoại, biểu tượng của Thụy Sĩ.",
Maldives Overwater Villas,Maldives,Asia,Beach,500,Winter,4.9,,No,Beach,luxury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thiên đường nghỉ dưỡng với biệt thự trên mặt nước trong xanh.,
Santorini Island Sunsets,Greece,Europe,Beach,200,Summer,4.8,,No,Beach,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hòn đảo tuyệt đẹp với hoàng hôn ngoạn mục và kiến trúc trắng xanh.,
Taj Mahal,India,Asia,Historical,50,Winter,4.9,,No,Historical,budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kỳ quan thế giới, lăng mộ đá cẩm thạch trắng tuyệt đẹp.",
Leh Ladakh,India,Asia,Adventure,80,Summer,4.7,,No,Adventure,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vùng cao nguyên hoang sơ với phong cảnh núi non hùng vĩ.,
Interlaken Adventure,Switzerland,Europe,Adventure,300,Summer,4.8,,No,Adventure,luxury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trung tâm thể thao mạo hiểm giữa hai hồ nước tuyệt đẹp.,
Cappadocia Hot Balloons,Turkey,Asia,Adventure,120,Spring,4.8,,No,Adventure,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thung lũng đá kỳ quan với hàng trăm khinh khí cầu bay cùng lúc.,
Burj Khalifa Dubai,UAE,Asia,Urban,250,Winter,4.7,,No,Urban,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tòa tháp cao nhất thế giới, biểu tượng của Dubai hiện đại.",
Jaipur City,India,Asia,Cultural,45,Winter,4.5,,No,Cultural,budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thành phố hồng với cung điện và pháo đài tráng lệ.,
Kerala Backwaters,India,Asia,Nature,55,Winter,4.6,,No,Nature,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mạng lưới sông ngòi và kênh rạch tuyệt đẹp giữa rừng dừa.,
Seoul Tower & Palace,South Korea,Asia,Cultural,120,Autumn,4.6,,No,Cultural,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thủ đô Hàn Quốc với cung điện cổ và tháp Namsan hiện đại.,
London Big Ben & Eye,United Kingdom,Europe,Urban,200,Summer,4.7,,No,Urban,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London với tháp đồng hồ Big Ben và vòng quay London Eye nổi tiếng.,
Istanbul Hagia Sophia,Turkey,Asia,Historical,80,Spring,4.8,,No,Historical,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thánh đường Hagia Sophia - kiệt tác kiến trúc Byzantine.,
Ubud Bali Cultural Tour,Indonesia,Asia,Cultural,70,Summer,4.7,,No,Cultural,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trung tâm văn hóa Bali với ruộng bậc thang và đền cổ.,
Jeju Island Beaches,South Korea,Asia,Beach,130,Summer,4.5,,No,Beach,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đảo núi lửa tuyệt đẹp của Hàn Quốc.,
Sentosa Island Resort,Singapore,Asia,Beach,180,All Year,4.5,,No,Beach,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đảo giải trí hàng đầu Đông Nam Á.,
Stockholm Gamla Stan,Sweden,Europe,Historical,180,Summer,4.6,,No,Historical,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phố cổ trung cổ quyến rũ nhất Scandinavia.,
Tromso Northern Lights Hunting,Norway,Europe,Adventure,200,Winter,4.8,,No,Adventure,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thành phố cực quang đẹp nhất Na Uy.,
Geirangerfjord Cruising,Norway,Europe,Nature,180,Summer,4.9,,No,Nature,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vịnh hẹp đẹp nhất Na Uy với thác nước hùng vĩ.,
Bergen Bryggen Wharf,Norway,Europe,Historical,170,Summer,4.6,,No,Historical,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bến tàu Hanseatic đầy màu sắc, di sản UNESCO.",
Lofoten Islands Scenic Tour,Norway,Europe,Nature,160,Summer,4.8,,No,Nature,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quần đảo hoang sơ với phong cảnh ngoạn mục.,
Amsterdam Historic Canal Cruise,Netherlands,Europe,Cultural,160,Spring,4.6,,No,Cultural,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Du thuyền trên kênh đào cổ kính của Amsterdam.,
Keukenhof Tulip Festival,Netherlands,Europe,Nature,130,Spring,4.7,,No,Nature,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vườn hoa tulip lớn nhất thế giới.,
Zaanse Schans Windmill Village,Netherlands,Europe,Cultural,100,Spring,4.5,,No,Cultural,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Làng cối xay gió truyền thống Hà Lan.,
Giethoorn Village Without Roads,Netherlands,Europe,Nature,90,Summer,4.6,,No,Nature,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Làng cổ không đường bộ, chỉ có kênh rạch.",
Brussels Grand Place,Belgium,Europe,Historical,140,Spring,4.6,,No,Historical,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quảng trường lớn Brussels - kiệt tác kiến trúc Baroque.,
Vienna Schonbrunn Palace,Austria,Europe,Historical,150,Spring,4.8,,No,Historical,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cung điện mùa hè tráng lệ của Hoàng gia Áo.,
Hallstatt Alpine Village,Austria,Europe,Nature,140,Summer,4.9,,No,Nature,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Làng cổ bên hồ đẹp nhất thế giới.,
Salzburg Mozart Heritage,Austria,Europe,Cultural,140,Winter,4.6,,No,Cultural,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thành phố quê hương Mozart với kiến trúc Baroque.,
Lisbon Alfama & Tram 28,Portugal,Europe,Cultural,100,Spring,4.6,,No,Cultural,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khu phố cổ Lisbon với xe điện cổ điển.,
Algarve Cliffs & Caves,Portugal,Europe,Beach,90,Summer,4.7,,No,Beach,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bờ biển với vách đá và hang động ngoạn mục.,
Sintra Pena Palace,Portugal,Europe,Historical,85,Spring,4.8,,No,Historical,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cung điện Pena rực rỡ trên đỉnh đồi.,
Cliffs of Moher Coastal Walk,Ireland,Europe,Nature,110,Summer,4.7,,No,Nature,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vách đá cao nhất châu Âu với tầm nhìn Đại Tây Dương.,
Copenhagen Nyhavn Harbour,Denmark,Europe,Urban,170,Summer,4.6,,No,Urban,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bến cảng đầy màu sắc biểu tượng của Copenhagen.,
Rovaniemi Santa Claus Village,Finland,Europe,Cultural,160,Winter,4.5,,No,Cultural,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Làng Ông già Noel chính thức tại Phần Lan.,
Helsinki Cathedral & Market,Finland,Europe,Cultural,150,Summer,4.5,,No,Cultural,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhà thờ trắng Helsinki và chợ truyền thống.,
Reykjavik Blue Lagoon Spa,Iceland,Europe,Adventure,200,Winter,4.7,,No,Adventure,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suối nước nóng Blue Lagoon nổi tiếng nhất Iceland.,
Gullfoss Golden Waterfall,Iceland,Europe,Nature,180,Summer,4.8,,No,Nature,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thác nước vàng hùng vĩ của Iceland.,
Jokulsarlon Glacier Lagoon,Iceland,Europe,Nature,190,Winter,4.9,,No,Nature,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đầm phá sông băng với tảng băng trôi xanh biếc.,
Krakow Wawel Castle & Square,Poland,Europe,Historical,70,Spring,4.6,,No,Historical,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lâu đài Wawel và quảng trường cổ Krakow.,
Prague Charles Bridge & Castle,Czech Republic,Europe,Historical,90,Spring,4.8,,No,Historical,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cầu Charles và lâu đài Prague - viên ngọc châu Âu.,
Budapest Parliament on Danube,Hungary,Europe,Historical,80,Spring,4.7,,No,Historical,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tòa nhà quốc hội Budapest soi bóng sông Danube.,
Dubrovnik Game of Thrones Walls,Croatia,Europe,Historical,120,Summer,4.7,,No,Historical,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thành cổ Dubrovnik - bối cảnh Game of Thrones.,
Plitvice Lakes Waterfall Trail,Croatia,Europe,Nature,80,Spring,4.8,,No,Nature,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hệ thống hồ và thác nước bậc thang tuyệt đẹp.,
Kuala Lumpur Petronas Towers,Malaysia,Asia,Urban,80,All Year,4.6,,No,Urban,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tháp đôi Petronas - biểu tượng Malaysia hiện đại.,
Penang Georgetown Heritage Art,Malaysia,Asia,Cultural,50,All Year,4.5,,No,Cultural,budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phố cổ Georgetown với nghệ thuật đường phố độc đáo.,
Langkawi Cable Car & SkyBridge,Malaysia,Asia,Adventure,70,All Year,4.5,,No,Adventure,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cáp treo và cầu trên không ngoạn mục tại Langkawi.,
El Nido Bacuit Bay Islands,Philippines,Asia,Beach,55,Winter,4.7,,No,Beach,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vịnh đảo đá vôi tuyệt đẹp tại Palawan.,
Chocolate Hills Bohol Adventure,Philippines,Asia,Nature,45,Winter,4.4,,No,Nature,budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đồi sô-cô-la độc đáo tại đảo Bohol.,
Boracay Island White Beach,Philippines,Asia,Beach,75,Winter,4.6,,No,Beach,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bãi biển cát trắng nổi tiếng nhất Philippines.,
Angkor Wat Heritage Park,Cambodia,Asia,Historical,35,Winter,4.9,,No,Historical,budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quần thể đền Angkor Wat - kỳ quan thế giới.,
Bagan Hot Air Balloon Valley,Myanmar,Asia,Historical,45,Winter,4.8,,No,Historical,budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thung lũng hàng nghìn ngôi đền cổ với khinh khí cầu.,
Inle Lake Fisherman Villages,Myanmar,Asia,Cultural,40,Winter,4.6,,No,Cultural,budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hồ Inle với làng nổi và ngư dân chèo bằng chân.,
Kyoto Fushimi Inari Shrine,Japan,Asia,Religious,120,Spring,4.8,,No,Religious,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đền Fushimi Inari với hàng nghìn cổng torii đỏ.,
Osaka Dotonbori Street Food,Japan,Asia,Cultural,110,Autumn,4.7,,No,Cultural,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phố ẩm thực Dotonbori - thiên đường ăn uống Nhật Bản.,
Grand Canyon South Rim,USA,North America,Nature,100,Spring,4.9,,No,Nature,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hẻm núi lớn nhất thế giới với cảnh quan ngoạn mục.,
New York Times Square Neon,USA,North America,Urban,250,Autumn,4.6,,No,Urban,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quảng trường Thời đại - trung tâm giải trí New York.,
Louvre Art Museum Paris,France,Europe,Cultural,180,Spring,4.8,,No,Cultural,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bảo tàng nghệ thuật lớn nhất thế giới tại Paris.,
French Riviera Nice Beaches,France,Europe,Beach,160,Summer,4.5,,No,Beach,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bờ biển Pháp với bãi biển Địa Trung Hải tuyệt đẹp.,
Zhangjiajie Avatar Mountains,China,Asia,Nature,65,Autumn,4.8,,No,Nature,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Núi đá sa thạch kỳ quan - cảm hứng cho phim Avatar.,
Shanghai The Bund Skyline,China,Asia,Urban,100,Autumn,4.6,,No,Urban,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bến Thượng Hải với đường chân trời ngoạn mục.,
Chiang Mai Lantern Festival,Thailand,Asia,Cultural,40,Winter,4.7,,No,Cultural,budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lễ hội đèn trời Yi Peng huyền diệu tại Chiang Mai.,
Phuket Patong Beach Party,Thailand,Asia,Beach,55,Winter,4.4,,No,Beach,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bãi biển Patong sôi động nhất Thái Lan.,
Porto Douro Vineyard Valley,Portugal,Europe,Cultural,90,Autumn,4.6,,No,Cultural,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thung lũng rượu vang Douro tuyệt đẹp.,
Reynisfjara Black Sand Beach,Iceland,Europe,Beach,170,Summer,4.7,,No,Beach,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bãi biển cát đen núi lửa độc đáo nhất thế giới.,
Phnom Penh Palace & Silver Pagoda,Cambodia,Asia,Historical,30,Winter,4.5,,No,Historical,budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cung điện hoàng gia và chùa Bạc tại Phnom Penh.,
Taroko Marble Gorge National Park,Taiwan,Asia,Nature,70,Autumn,4.7,,No,Nature,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hẻm núi đá cẩm thạch ngoạn mục tại Đài Loan.,
Almaty Charyn Canyon,Kazakhstan,Asia,Nature,50,Summer,4.6,,No,Nature,budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hẻm núi Charyn - Grand Canyon thu nhỏ của Trung Á.,
Torres del Paine National Park,Chile,South America,Nature,120,Summer,4.9,,No,Nature,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Công viên quốc gia với núi đá granite và sông băng.,
Phu Quoc Sunset Beach,Vietnam,Asia,Beach,60,Winter,4.5,,No,Beach,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đảo Phú Quốc với bãi biển hoàng hôn tuyệt đẹp.,
Sapa Terrace Rice Fields,Vietnam,Asia,Nature,40,Autumn,4.6,,No,Nature,budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruộng bậc thang Sa Pa - kiệt tác nông nghiệp vùng cao.,
Trang An Scenic Landscape,Vietnam,Asia,Nature,30,Spring,4.7,,No,Nature,budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quần thể danh thắng Tràng An - di sản UNESCO.,
Sahara Desert Camp Merzouga,Morocco,Africa,Adventure,70,Winter,4.7,,No,Adventure,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trải nghiệm cắm trại giữa sa mạc Sahara rộng lớn.,
Marrakech Medina Souks,Morocco,Africa,Cultural,60,Spring,4.5,,No,Cultural,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chợ truyền thống Marrakech - mê cung mua sắm và ẩm thực.,
Victoria Falls Zambia,Zambia,Africa,Nature,90,Summer,4.9,,Yes,Nature,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thác Victoria hùng vĩ - một trong những thác nước lớn nhất thế giới.,
Serengeti Wildebeest Migration,Tanzania,Africa,Adventure,150,Summer,4.8,,Yes,Adventure,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuộc di cư vĩ đại của linh dương đầu bò trên đồng bằng Serengeti.,
Halong Bay Cruise,Vietnam,Asia,Nature,50,Autumn,4.7,,Yes,Nature,budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vịnh Hạ Long - kỳ quan thiên nhiên với hàng nghìn đảo đá vôi.,
Mekong Delta Floating Market,Vietnam,Asia,Cultural,25,Winter,4.4,,No,Cultural,budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chợ nổi Đồng bằng sông Cửu Long - nét văn hóa độc đáo miền Tây.,
Hoi An Ancient Town,Vietnam,Asia,Historical,35,Spring,4.7,,Yes,Historical,budget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phố cổ Hội An - di sản văn hóa thế giới với đèn lồng truyền thống.,
